"No.","Time","Source","Destination","Protocol","Length","Info"
"2614","76.199027","106.10.218.155","192.168.32.32","TCP","60","443  >  49696 [ACK] Seq=2951 Ack=5395 Win=602 Len=0"
"2615","76.200117","35.227.252.103","192.168.32.32","QUIC","82","Initial, SCID=e552b006ac0ace3c, PKN: 1, ACK"
"2616","76.200320","35.227.252.103","192.168.32.32","QUIC","1292","Initial, SCID=e552b006ac0ace3c, PKN: 2, ACK, PADDING"
"2617","76.200420","106.10.236.40","192.168.32.32","TCP","60","443  >  49697 [ACK] Seq=1601 Ack=16797 Win=12 Len=0"
"2618","76.200719","106.10.236.40","192.168.32.32","TCP","60","443  >  49697 [ACK] Seq=1601 Ack=18197 Win=12 Len=0"
"2619","76.200744","106.10.236.40","192.168.32.32","TCP","66","[TCP Dup ACK 2618#1] 443  >  49697 [ACK] Seq=1601 Ack=18197 Win=13 Len=0 SLE=18842 SRE=18881"
"2620","76.200744","106.10.236.40","192.168.32.32","TCP","60","443  >  49697 [ACK] Seq=1601 Ack=18881 Win=13 Len=0"
"2621","76.200950","106.10.236.40","192.168.32.32","TCP","60","443  >  49697 [ACK] Seq=1601 Ack=21681 Win=14 Len=0"
"2622","76.200999","106.10.236.40","192.168.32.32","TCP","60","443  >  49697 [ACK] Seq=1601 Ack=23060 Win=14 Len=0"
"2623","76.201569","35.227.252.103","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"2629","76.203744","106.10.236.40","192.168.32.32","TLSv1.2","93","Application Data"
"2630","76.204055","34.120.63.153","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"2631","76.204276","106.10.218.155","192.168.32.32","TLSv1.2","93","Application Data"
"2633","76.206382","106.10.218.155","192.168.32.32","TLSv1.2","674","Application Data"
"2635","76.206757","106.10.218.155","192.168.32.32","TLSv1.2","228","Application Data"
"2637","76.209436","34.120.63.153","192.168.32.32","QUIC","626","Protected Payload (KP0)"
"2638","76.209436","34.120.63.153","192.168.32.32","QUIC","163","Protected Payload (KP0)"
"2640","76.212539","182.161.73.172","192.168.32.32","TCP","66","443  >  49740 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1400 SACK_PERM WS=1024"
"2643","76.214820","69.173.158.65","192.168.32.32","TCP","66","443  >  49741 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1400 WS=4 SACK_PERM"
"2646","76.220289","104.18.26.193","192.168.32.32","QUIC","1242","Initial, SCID=017b5783d0c69d66d87acb82b9c682fb5fdfad87, PKN: 0, ACK"
"2647","76.221921","104.18.26.193","192.168.32.32","QUIC","1242","Initial, SCID=017b5783d0c69d66d87acb82b9c682fb5fdfad87, PKN: 1, ACK, CRYPTO"
"2648","76.221921","104.18.26.193","192.168.32.32","QUIC","1242","Protected Payload (KP0)"
"2649","76.221921","104.18.26.193","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"2650","76.221921","104.18.26.193","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"2651","76.221921","104.18.26.193","192.168.32.32","QUIC","91","Protected Payload (KP0)"
"2659","76.229127","35.227.252.103","192.168.32.32","QUIC","626","Protected Payload (KP0)"
"2660","76.229127","35.227.252.103","192.168.32.32","QUIC","163","Protected Payload (KP0)"
"2661","76.229342","35.227.252.103","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"2662","76.229342","35.227.252.103","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"2664","76.235068","34.120.63.153","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"2665","76.242101","54.169.90.152","192.168.32.32","TCP","66","443  >  49739 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1400 SACK_PERM WS=4096"
"2668","76.245515","182.161.73.172","192.168.32.32","TCP","60","443  >  49740 [ACK] Seq=1 Ack=2068 Win=64512 Len=0"
"2669","76.245515","182.161.73.172","192.168.32.32","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"2674","76.247161","13.228.147.32","192.168.32.32","TCP","60","443  >  49706 [ACK] Seq=2847 Ack=7310 Win=425 Len=0"
"2675","76.247161","13.228.147.32","192.168.32.32","TCP","60","443  >  49706 [ACK] Seq=2847 Ack=7356 Win=425 Len=0"
"2676","76.247161","13.228.147.32","192.168.32.32","TCP","60","443  >  49706 [ACK] Seq=2847 Ack=7448 Win=425 Len=0"
"2677","76.247161","13.228.147.32","192.168.32.32","TLSv1.2","100","Application Data"
"2678","76.247414","13.228.147.32","192.168.32.32","TCP","60","443  >  49706 [ACK] Seq=2893 Ack=9611 Win=425 Len=0"
"2679","76.247974","13.228.147.32","192.168.32.32","TCP","60","443  >  49706 [ACK] Seq=2893 Ack=10783 Win=425 Len=0"
"2680","76.248676","69.173.158.65","192.168.32.32","TCP","60","443  >  49741 [ACK] Seq=1 Ack=2105 Win=22400 Len=0"
"2681","76.249300","13.228.147.32","192.168.32.32","TLSv1.2","475","Application Data"
"2682","76.249300","13.228.147.32","192.168.32.32","TLSv1.2","92","Application Data"
"2684","76.249593","69.173.158.65","192.168.32.32","TLSv1.3","193","Server Hello, Change Cipher Spec"
"2685","76.249730","69.173.158.65","192.168.32.32","TLSv1.3","91","Application Data"
"2688","76.249967","69.173.158.65","192.168.32.32","TLSv1.3","128","Application Data"
"2692","76.250546","13.228.147.32","192.168.32.32","TLSv1.2","475","Application Data"
"2693","76.250546","13.228.147.32","192.168.32.32","TLSv1.2","92","Application Data"
"2697","76.254252","13.228.147.32","192.168.32.32","TLSv1.2","475","Application Data"
"2698","76.254252","13.228.147.32","192.168.32.32","TLSv1.2","92","Application Data"
"2701","76.255203","35.227.252.103","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"2702","76.255795","104.18.26.193","192.168.32.32","QUIC","71","Protected Payload (KP0)"
"2704","76.256752","13.215.145.61","192.168.32.32","TCP","60","443  >  49700 [ACK] Seq=939 Ack=6828 Win=664 Len=0"
"2705","76.258691","13.215.145.61","192.168.32.32","TLSv1.2","523","Application Data"
"2706","76.277852","182.161.73.172","192.168.32.32","TCP","60","443  >  49740 [ACK] Seq=213 Ack=3289 Win=64512 Len=0"
"2707","76.277852","182.161.73.172","192.168.32.32","TLSv1.3","648","Application Data, Application Data"
"2708","76.278116","182.161.73.172","192.168.32.32","TCP","60","443  >  49740 [ACK] Seq=807 Ack=6089 Win=64512 Len=0"
"2710","76.278425","182.161.73.172","192.168.32.32","TLSv1.3","102","Application Data"
"2711","76.280245","106.10.218.155","192.168.32.32","TCP","60","443  >  49696 [ACK] Seq=3784 Ack=5430 Win=602 Len=0"
"2712","76.282586","69.173.158.65","192.168.32.32","TCP","60","443  >  49741 [ACK] Seq=251 Ack=2277 Win=39200 Len=0"
"2713","76.283147","69.173.158.65","192.168.32.32","TCP","60","443  >  49741 [ACK] Seq=251 Ack=3846 Win=53200 Len=0"
"2714","76.283147","69.173.158.65","192.168.32.32","TLSv1.3","341","Application Data"
"2715","76.283220","69.173.158.65","192.168.32.32","TCP","60","443  >  49741 [ACK] Seq=538 Ack=5064 Win=67200 Len=0"
"2717","76.283977","69.173.158.65","192.168.32.32","TLSv1.3","97","Application Data"
"2720","76.284227","69.173.158.65","192.168.32.32","TCP","72","443  >  49741 [PSH, ACK] Seq=581 Ack=5064 Win=81200 Len=18 [TCP PDU reassembled in 2721]"
"2721","76.284227","69.173.158.65","192.168.32.32","TLSv1.3","80","Application Data"
"2723","76.288357","69.173.158.65","192.168.32.32","TLSv1.3","278","Application Data"
"2724","76.288490","69.173.158.65","192.168.32.32","TLSv1.3","431","Application Data"
"2726","76.294799","146.75.113.44","192.168.32.32","TCP","60","443  >  49704 [ACK] Seq=283 Ack=7143 Win=345 Len=0"
"2727","76.295096","146.75.113.44","192.168.32.32","TCP","60","443  >  49704 [ACK] Seq=283 Ack=7182 Win=345 Len=0"
"2728","76.295096","146.75.113.44","192.168.32.32","TLSv1.2","93","Application Data"
"2729","76.296257","146.75.113.44","192.168.32.32","TCP","60","443  >  49704 [ACK] Seq=322 Ack=9982 Win=356 Len=0"
"2730","76.296341","146.75.113.44","192.168.32.32","TCP","60","443  >  49704 [ACK] Seq=322 Ack=10573 Win=361 Len=0"
"2732","76.315478","54.169.90.152","192.168.32.32","TCP","60","443  >  49739 [ACK] Seq=1 Ack=1401 Win=32768 Len=0"
"2733","76.315478","54.169.90.152","192.168.32.32","TCP","60","443  >  49739 [ACK] Seq=1 Ack=1788 Win=32768 Len=0"
"2734","76.315478","54.169.90.152","192.168.32.32","TLSv1.3","181","Server Hello"
"2735","76.315686","54.169.90.152","192.168.32.32","TLSv1.3","60","Change Cipher Spec"
"2736","76.315686","54.169.90.152","192.168.32.32","TLSv1.3","95","Application Data"
"2737","76.315686","54.169.90.152","192.168.32.32","TCP","1454","443  >  49739 [ACK] Seq=175 Ack=1788 Win=32768 Len=1400 [TCP PDU reassembled in 2740]"
"2738","76.315686","54.169.90.152","192.168.32.32","TCP","1454","443  >  49739 [ACK] Seq=1575 Ack=1788 Win=32768 Len=1400 [TCP PDU reassembled in 2740]"
"2740","76.315819","54.169.90.152","192.168.32.32","TLSv1.3","1074","Application Data"
"2741","76.316048","69.173.158.65","192.168.32.32","TCP","60","[TCP Window Update] 443  >  49741 [ACK] Seq=1226 Ack=5064 Win=98000 Len=0"
"2742","76.316682","54.169.90.152","192.168.32.32","TLSv1.3","340","Application Data"
"2743","76.316682","54.169.90.152","192.168.32.32","TLSv1.3","112","Application Data"
"2750","76.320736","69.173.158.65","192.168.32.32","TCP","60","443  >  49741 [ACK] Seq=1226 Ack=5095 Win=106400 Len=0"
"2752","76.351800","182.161.73.172","192.168.32.32","TCP","60","443  >  49740 [ACK] Seq=855 Ack=6665 Win=64512 Len=0"
"2753","76.354520","35.227.252.103","192.168.32.32","QUIC","603","Protected Payload (KP0)"
"2754","76.355274","69.173.158.65","192.168.32.32","TLSv1.3","124","Application Data"
"2755","76.355450","69.173.158.65","192.168.32.32","TLSv1.3","431","Application Data"
"2757","76.363497","69.173.158.65","192.168.32.32","TLSv1.3","101","Application Data"
"2758","76.363795","69.173.158.65","192.168.32.32","TLSv1.3","431","Application Data"
"2760","76.365197","165.227.252.212","192.168.32.32","TLSv1.2","93","Application Data"
"2761","76.365653","13.228.147.32","192.168.32.32","TCP","60","443  >  49706 [ACK] Seq=4270 Ack=10825 Win=425 Len=0"
"2762","76.373942","146.75.113.44","192.168.32.32","TLSv1.2","146","Application Data"
"2763","76.387274","207.65.33.78","192.168.32.32","TCP","60","443  >  49699 [ACK] Seq=253 Ack=11912 Win=8262 Len=0"
"2764","76.387487","69.173.158.65","192.168.32.32","TCP","60","[TCP Window Update] 443  >  49741 [ACK] Seq=2097 Ack=5095 Win=112000 Len=0"
"2765","76.387544","207.65.33.78","192.168.32.32","TCP","66","[TCP Dup ACK 2763#1] 443  >  49699 [ACK] Seq=253 Ack=11912 Win=8262 Len=0 SLE=13417 SRE=13456"
"2766","76.387544","207.65.33.78","192.168.32.32","TCP","66","[TCP Dup ACK 2763#2] 443  >  49699 [ACK] Seq=253 Ack=11912 Win=8262 Len=0 SLE=13312 SRE=13456"
"2767","76.387544","207.65.33.78","192.168.32.32","TCP","74","[TCP Dup ACK 2763#3] 443  >  49699 [ACK] Seq=253 Ack=11912 Win=8262 Len=0 SLE=14856 SRE=15766 SLE=13312 SRE=13456"
"2768","76.387544","207.65.33.78","192.168.32.32","TCP","66","443  >  49699 [ACK] Seq=253 Ack=13456 Win=8648 Len=0 SLE=14856 SRE=15766"
"2769","76.387684","207.65.33.78","192.168.32.32","TLSv1.2","105","Application Data"
"2770","76.387684","207.65.33.78","192.168.32.32","TCP","60","443  >  49699 [ACK] Seq=292 Ack=15766 Win=9225 Len=0"
"2772","76.389050","54.169.90.152","192.168.32.32","TCP","60","443  >  49739 [ACK] Seq=4339 Ack=1852 Win=32768 Len=0"
"2773","76.389319","54.169.90.152","192.168.32.32","TCP","60","443  >  49739 [ACK] Seq=4339 Ack=1944 Win=32768 Len=0"
"2774","76.389424","54.169.90.152","192.168.32.32","TCP","60","443  >  49739 [ACK] Seq=4339 Ack=2646 Win=36864 Len=0"
"2775","76.389749","54.169.90.152","192.168.32.32","TCP","60","443  >  49739 [ACK] Seq=4339 Ack=5446 Win=53248 Len=0"
"2776","76.389749","54.169.90.152","192.168.32.32","TCP","60","443  >  49739 [ACK] Seq=4339 Ack=7730 Win=73728 Len=0"
"2777","76.390486","34.120.63.153","192.168.32.32","TLSv1.2","260","Application Data"
"2778","76.390486","34.120.63.153","192.168.32.32","TLSv1.2","748","Application Data"
"2779","76.390486","34.120.63.153","192.168.32.32","TLSv1.2","93","Application Data"
"2781","76.390847","54.169.90.152","192.168.32.32","TLSv1.3","118","Application Data"
"2782","76.390847","54.169.90.152","192.168.32.32","TLSv1.3","102","Application Data"
"2787","76.398906","34.120.63.153","192.168.32.32","TCP","60","443  >  49705 [ACK] Seq=3270 Ack=18023 Win=984 Len=0"
"2788","76.409549","165.227.252.212","192.168.32.32","TCP","60","443  >  49702 [ACK] Seq=568 Ack=8204 Win=499 Len=0"
"2790","76.412549","165.227.252.212","192.168.32.32","TLSv1.2","133","Application Data"
"2792","76.441069","35.227.252.103","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"2796","76.477238","182.161.73.172","192.168.32.32","TLSv1.3","636","Application Data"
"2797","76.489372","104.18.26.193","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"2798","76.504868","207.65.33.78","192.168.32.32","TLSv1.2","141","Application Data"
"2799","76.507721","54.169.90.152","192.168.32.32","TCP","60","443  >  49739 [ACK] Seq=4451 Ack=7761 Win=73728 Len=0"
"2802","76.614421","106.10.236.40","192.168.32.32","TLSv1.2","815","Application Data"
"2804","76.642123","165.227.252.212","192.168.32.32","TLSv1.2","361","Application Data"
"2807","76.688052","106.10.236.40","192.168.32.32","TCP","60","443  >  49697 [ACK] Seq=2401 Ack=23095 Win=14 Len=0"
"2809","76.696679","54.169.90.152","192.168.32.32","TLSv1.3","775","Application Data"
"2810","76.723965","104.18.26.193","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"2812","76.754424","104.18.26.193","192.168.32.32","QUIC","763","Protected Payload (KP0)"
"2815","76.798045","106.10.218.155","192.168.32.32","TCP","60","443  >  49696 [ACK] Seq=3784 Ack=5879 Win=624 Len=0"
"2825","76.811538","142.251.221.34","192.168.32.32","QUIC","82","Initial, SCID=feb966a120166cfc, PKN: 1, ACK"
"2826","76.811720","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=feb966a120166cfc, PKN: 2, ACK, PADDING"
"2827","76.825498","106.10.218.155","192.168.32.32","TLSv1.2","674","Application Data"
"2829","76.831425","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=feb966a120166cfc, PKN: 3, ACK, PADDING"
"2830","76.835162","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=feb966a120166cfc, PKN: 4, CRYPTO, PADDING"
"2831","76.835529","142.251.221.34","192.168.32.32","QUIC","349","Protected Payload (KP0)"
"2832","76.835529","142.251.221.34","192.168.32.32","QUIC","985","Protected Payload (KP0)"
"2835","76.836426","142.251.221.34","192.168.32.32","QUIC","96","Protected Payload (KP0)"
"2836","76.836426","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"2837","76.840457","142.251.221.34","192.168.32.32","QUIC","162","Protected Payload (KP0)"
"2838","76.840457","142.251.221.34","192.168.32.32","QUIC","64","Protected Payload (KP0)"
"2840","76.868221","165.227.252.212","192.168.32.32","TLSv1.2","78","Application Data"
"2842","76.874085","142.251.221.34","192.168.32.32","QUIC","64","Protected Payload (KP0)"
"2847","77.056357","142.251.221.34","192.168.32.32","QUIC","67","Protected Payload (KP0)"
"2848","77.060152","165.227.252.212","192.168.32.32","TCP","60","443  >  49702 [FIN, ACK] Seq=978 Ack=9204 Win=501 Len=0"
"2849","77.223037","142.251.221.34","192.168.32.32","QUIC","1288","Protected Payload (KP0)"
"2850","77.223037","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"2851","77.223037","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"2852","77.223037","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"2853","77.223037","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"2854","77.223037","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"2855","77.223037","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"2856","77.223037","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"2857","77.223037","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"2858","77.223037","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"2859","77.223037","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"2860","77.223037","142.251.221.34","192.168.32.32","QUIC","1192","Protected Payload (KP0)"
"2861","77.223037","142.251.221.34","192.168.32.32","QUIC","198","Protected Payload (KP0)"
"2870","77.245425","142.251.220.194","192.168.32.32","UDP","76","443  >  63823 Len=34"
"2874","77.254819","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"2875","77.257652","142.251.220.194","192.168.32.32","UDP","74","443  >  63823 Len=32"
"2881","77.269614","142.251.220.194","192.168.32.32","UDP","112","443  >  63823 Len=70"
"2882","77.269614","142.251.220.132","192.168.32.32","TCP","60","443  >  49714 [ACK] Seq=591 Ack=812 Win=1046 Len=0"
"2884","77.270143","142.251.220.194","192.168.32.32","UDP","64","443  >  63823 Len=22"
"2886","77.272420","142.251.220.194","192.168.32.32","UDP","77","443  >  63823 Len=35"
"2887","77.272717","142.251.220.194","192.168.32.32","UDP","128","443  >  63823 Len=86"
"2889","77.275408","142.251.220.194","192.168.32.32","UDP","77","443  >  63823 Len=35"
"2890","77.279455","142.251.220.194","192.168.32.32","UDP","67","443  >  63823 Len=25"
"2892","77.283855","142.251.220.194","192.168.32.32","UDP","128","443  >  63823 Len=86"
"2900","77.286096","142.251.220.194","192.168.32.32","UDP","65","443  >  63823 Len=23"
"2901","77.290572","142.251.220.194","192.168.32.32","UDP","73","443  >  63823 Len=31"
"2903","77.290879","142.251.221.34","192.168.32.32","QUIC","82","Initial, SCID=fc7ed37d7817282e, PKN: 1, ACK"
"2904","77.290879","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=fc7ed37d7817282e, PKN: 2, ACK, PADDING"
"2905","77.293514","142.251.221.34","192.168.32.32","QUIC","70","Protected Payload (KP0)"
"2906","77.295467","142.251.220.194","192.168.32.32","UDP","112","443  >  63823 Len=70"
"2907","77.295536","142.251.220.194","192.168.32.32","UDP","83","443  >  63823 Len=41"
"2908","77.295738","142.251.220.194","192.168.32.32","UDP","64","443  >  63823 Len=22"
"2909","77.296035","142.251.220.194","192.168.32.32","UDP","64","443  >  63823 Len=22"
"2910","77.296108","142.251.221.34","192.168.32.32","QUIC","266","Protected Payload (KP0)"
"2912","77.296787","142.251.221.34","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"2914","77.298256","142.251.220.194","192.168.32.32","UDP","83","443  >  63823 Len=41"
"2915","77.298717","142.251.220.194","192.168.32.32","UDP","64","443  >  63823 Len=22"
"2916","77.298717","142.251.220.132","192.168.32.32","TLSv1.2","282","Application Data"
"2917","77.298904","142.251.220.132","192.168.32.32","TLSv1.2","85","Application Data"
"2919","77.298966","142.251.220.132","192.168.32.32","TLSv1.2","93","Application Data"
"2921","77.299314","142.251.220.194","192.168.32.32","UDP","83","443  >  63823 Len=41"
"2923","77.300296","142.251.220.194","192.168.32.32","UDP","64","443  >  63823 Len=22"
"2926","77.302888","142.251.220.194","192.168.32.32","UDP","67","443  >  63823 Len=25"
"2928","77.304753","142.251.220.194","192.168.32.32","UDP","67","443  >  63823 Len=25"
"2929","77.305202","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=fc7ed37d7817282e, PKN: 3, ACK, PADDING"
"2930","77.307875","142.251.220.132","192.168.32.32","TCP","60","443  >  49714 [ACK] Seq=889 Ack=851 Win=1046 Len=0"
"2933","77.308968","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"2936","77.313266","142.251.220.132","192.168.32.32","TCP","60","443  >  49714 [ACK] Seq=889 Ack=1097 Win=1046 Len=0"
"2937","77.314142","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=fc7ed37d7817282e, PKN: 4, CRYPTO, PADDING"
"2938","77.314320","142.251.221.34","192.168.32.32","QUIC","344","Protected Payload (KP0)"
"2939","77.314320","142.251.221.34","192.168.32.32","QUIC","990","Protected Payload (KP0)"
"2940","77.314446","142.251.220.194","192.168.32.32","UDP","79","443  >  63823 Len=37"
